CustomerID,Gender,Age,Tenure,ContractType,MonthlyCharges,InternetService,SupportCalls,TotalCharges,Churn
2041,Male,59,65,Month-to-Month,38.91,DSL,3,2553.85,No
2042,Male,68,44,One Year,108.35,Fiber optic,0,4790.32,No
2043,Male,68,66,Month-to-Month,70.28,Fiber optic,1,4651.8,No
2044,Male,23,68,Month-to-Month,47.64,DSL,1,3293.11,No
2045,Female,37,2,One Year,68.63,DSL,2,84.37,No
2046,Female,41,37,Month-to-Month,68.1,Fiber optic,6,2564.0,Yes
2047,Female,44,41,Month-to-Month,86.82,Fiber optic,3,3563.44,No
2048,Male,55,39,Month-to-Month,7.73,Fiber optic,2,254.82,No
2049,Male,25,49,Two Year,38.9,Fiber optic,3,1905.14,No
2050,Male,18,34,Month-to-Month,41.35,Fiber optic,1,1392.17,No
2051,Female,66,23,Two Year,88.88,Fiber optic,3,2061.31,No
2052,Male,66,16,Month-to-Month,69.81,Fiber optic,1,1161.99,No
2053,Female,41,39,One Year,113.22,DSL,1,4359.1,No
2054,Female,64,65,Two Year,94.87,DSL,2,6252.43,No
2055,Male,24,43,Month-to-Month,59.62,Fiber optic,0,2479.63,No
2056,Male,36,22,Month-to-Month,68.51,Fiber optic,0,1470.2,No
2057,Female,39,5,One Year,108.82,DSL,2,642.65,Yes
2058,Male,52,65,One Year,113.0,Fiber optic,1,7270.75,No
2059,Female,47,20,Month-to-Month,67.13,DSL,3,1313.01,No
2060,Male,46,34,One Year,40.45,DSL,1,1336.39,No
2061,Male,39,28,One Year,6.97,Fiber optic,1,74.18,No
2062,Female,28,6,One Year,6.97,DSL,2,36.31,No
2063,Male,37,52,One Year,84.16,Fiber optic,3,4398.52,No
2064,Female,46,36,Month-to-Month,83.56,No,2,3030.21,No
2065,Male,68,22,Two Year,49.74,No,2,1064.53,No
2066,Female,58,7,Month-to-Month,109.04,DSL,0,664.13,Yes
2067,Female,59,47,Month-to-Month,63.79,Fiber optic,0,2962.99,No
2068,Male,51,9,Month-to-Month,52.35,No,1,425.68,No
2069,Female,18,23,Month-to-Month,105.13,DSL,4,2430.34,No
2070,Male,48,46,Month-to-Month,101.16,Fiber optic,3,4624.43,No
2071,Male,47,52,Month-to-Month,68.45,No,5,3578.85,No
2072,Male,65,38,Month-to-Month,85.53,DSL,0,3152.82,No
2073,Female,35,66,One Year,89.31,No,0,5924.84,No
2074,Female,34,65,Month-to-Month,135.26,Fiber optic,0,8816.14,No
2075,Male,55,5,Month-to-Month,66.07,DSL,0,273.84,No
2076,Male,31,20,Month-to-Month,34.6,Fiber optic,1,654.44,No
2077,Female,40,35,Month-to-Month,88.76,DSL,1,3088.76,No
2078,Male,42,2,Month-to-Month,71.87,DSL,1,196.1,No
2079,Male,32,41,Month-to-Month,73.37,Fiber optic,4,2991.76,No
2080,Female,63,44,Two Year,69.06,Fiber optic,3,3053.73,No
2081,Male,39,43,Two Year,22.26,Fiber optic,2,955.38,No
2082,Female,20,32,Two Year,77.84,DSL,1,2534.77,No
2083,Male,36,59,Month-to-Month,59.23,Fiber optic,0,3501.34,No
2084,Female,61,69,Month-to-Month,60.73,Fiber optic,0,4126.67,No
2085,Male,51,25,Month-to-Month,58.05,Fiber optic,4,1436.69,No
2086,Male,52,20,One Year,68.82,Fiber optic,1,1425.08,No
2087,Female,67,1,Month-to-Month,77.81,DSL,2,92.67,No
2088,Male,18,46,Month-to-Month,69.12,DSL,4,3117.02,No
2089,Female,69,29,Month-to-Month,104.64,No,1,3122.12,No
2090,Male,38,26,Month-to-Month,92.69,Fiber optic,1,2378.36,No
2091,Female,46,70,Two Year,67.81,DSL,0,4791.93,No
2092,Female,23,19,One Year,38.94,Fiber optic,1,809.48,No
2093,Female,54,49,One Year,87.42,DSL,1,4335.59,No
2094,Female,18,22,Month-to-Month,60.55,DSL,2,1287.17,No
2095,Male,68,12,Two Year,64.88,Fiber optic,3,832.44,No
2096,Male,18,3,One Year,30.44,DSL,2,102.73,No
2097,Female,44,13,Two Year,82.41,No,1,1004.82,No
2098,Female,38,19,Month-to-Month,147.8,Fiber optic,2,2803.63,No
2099,Female,33,12,Month-to-Month,54.81,Fiber optic,4,607.51,No
2100,Male,61,2,One Year,88.68,DSL,1,196.72,Yes
2101,Male,57,46,Month-to-Month,107.38,DSL,2,4978.73,No
2102,Male,43,2,Two Year,54.31,DSL,2,164.74,No
2103,Male,33,0,Two Year,2.76,Fiber optic,1,-3.97,No
2104,Female,45,23,Month-to-Month,90.87,DSL,3,2043.99,No
2105,Female,18,34,Month-to-Month,72.38,Fiber optic,3,2400.61,No
2106,Female,53,13,Month-to-Month,79.34,Fiber optic,1,1065.16,No
2107,Male,27,66,Two Year,71.65,No,6,4777.44,Yes
2108,Male,60,12,One Year,104.79,No,0,1284.72,No
2109,Male,34,46,Month-to-Month,67.07,Fiber optic,4,3042.37,No
2110,Female,40,49,Month-to-Month,135.13,Fiber optic,1,6589.26,No
2111,Female,24,25,Month-to-Month,90.94,DSL,1,2244.78,No
2112,Male,61,2,One Year,100.34,DSL,2,125.46,Yes
2113,Female,24,50,Month-to-Month,70.2,No,3,3535.1,No
2114,Male,61,39,Month-to-Month,79.33,Fiber optic,2,3086.65,No
2115,Male,32,67,One Year,19.31,DSL,3,1365.25,No
2116,Female,51,35,Month-to-Month,52.69,Fiber optic,2,1795.44,No
2117,Male,63,50,Month-to-Month,102.33,No,1,5109.12,No
2118,Female,62,0,Month-to-Month,67.99,DSL,1,-62.38,No
2119,Male,21,32,Month-to-Month,36.25,DSL,1,1140.88,No
2120,Female,31,6,Month-to-Month,49.47,No,3,336.26,No
2121,Female,31,51,Two Year,49.23,Fiber optic,6,2513.51,Yes
2122,Female,33,10,One Year,68.83,Fiber optic,2,639.95,No
2123,Male,24,26,Two Year,44.97,DSL,1,1094.25,No
2124,Male,49,13,Two Year,112.69,Fiber optic,3,1448.21,No
2125,Female,36,45,Month-to-Month,76.25,Fiber optic,1,3441.53,No
2126,Female,19,9,Month-to-Month,28.13,Fiber optic,5,294.18,No
2127,Male,27,23,Month-to-Month,116.08,DSL,1,2632.51,No
2128,Male,67,60,One Year,68.63,Fiber optic,2,4079.19,No
2129,Male,34,17,One Year,85.18,DSL,3,1554.23,No
2130,Female,54,8,Month-to-Month,79.2,DSL,0,632.4,No
2131,Male,29,16,Month-to-Month,82.52,DSL,4,1368.0,No
2132,Male,23,57,Month-to-Month,59.69,DSL,2,3339.05,No
2133,Female,39,12,Month-to-Month,79.92,No,3,975.13,No
2134,Male,49,49,Two Year,65.52,DSL,4,3247.39,No
2135,Male,58,5,Month-to-Month,80.86,Fiber optic,2,407.19,Yes
2136,Male,37,50,Two Year,64.43,DSL,1,3134.47,No
2137,Female,18,35,Month-to-Month,61.3,Fiber optic,3,2100.11,No
2138,Female,64,70,One Year,26.14,DSL,0,1848.17,No
2139,Female,23,24,Two Year,69.84,Fiber optic,3,1596.25,No
2140,Female,36,10,Two Year,76.74,Fiber optic,0,894.05,No
2141,Female,35,43,Month-to-Month,125.47,No,3,5452.2,No
2142,Female,23,13,Month-to-Month,84.38,Fiber optic,1,1021.59,No
2143,Female,62,28,Month-to-Month,48.26,DSL,2,1364.41,No
2144,Male,50,49,Month-to-Month,39.56,DSL,2,1942.23,No
2145,Male,40,4,One Year,78.02,Fiber optic,2,366.53,No
2146,Female,40,71,Two Year,47.65,DSL,5,3258.3,No
2147,Male,43,68,Month-to-Month,52.95,Fiber optic,1,3609.09,No
2148,Male,30,56,Month-to-Month,47.56,No,2,2603.25,No
2149,Female,24,25,Month-to-Month,60.14,Fiber optic,0,1525.44,No
2150,Male,32,5,Two Year,92.08,Fiber optic,2,406.02,Yes
2151,Male,61,15,Two Year,10.3,Fiber optic,1,222.96,No
2152,Male,44,59,Month-to-Month,108.84,Fiber optic,4,6437.02,No
2153,Male,43,11,Month-to-Month,63.88,Fiber optic,3,612.57,No
2154,Male,50,2,One Year,50.98,DSL,2,-25.63,No
2155,Female,32,62,One Year,96.63,No,1,6015.98,No
2156,Female,53,63,Month-to-Month,63.81,DSL,0,3985.29,No
2157,Female,62,61,Two Year,38.59,Fiber optic,3,2382.67,No
2158,Male,44,5,Two Year,24.34,DSL,2,88.71,No
2159,Female,22,18,Month-to-Month,90.86,DSL,4,1695.66,No
2160,Male,19,17,Month-to-Month,92.79,Fiber optic,2,1627.89,No
2161,Male,50,42,Month-to-Month,57.61,DSL,4,2441.22,No
2162,Male,33,2,Month-to-Month,109.64,Fiber optic,4,174.32,Yes
2163,Male,40,71,Month-to-Month,71.07,Fiber optic,2,5016.67,No
2164,Female,55,37,Month-to-Month,109.84,Fiber optic,1,4051.13,No
2165,Female,33,67,Month-to-Month,41.28,DSL,2,2713.27,No
2166,Male,31,43,Month-to-Month,37.61,Fiber optic,0,1650.3,No
2167,Female,46,62,Month-to-Month,54.59,Fiber optic,1,3368.29,No
2168,Male,43,41,Month-to-Month,58.01,DSL,4,2369.32,No
2169,Female,52,63,One Year,104.53,Fiber optic,0,6559.38,No
2170,Female,32,53,One Year,78.8,Fiber optic,0,4175.5,No
2171,Male,20,70,Month-to-Month,47.22,Fiber optic,2,3314.17,No
2172,Female,40,36,Month-to-Month,70.33,Fiber optic,0,2504.49,No
2173,Male,46,3,One Year,57.16,DSL,0,159.65,No
2174,Female,51,1,Month-to-Month,45.89,Fiber optic,3,22.61,No
2175,Male,50,43,Two Year,67.61,Fiber optic,0,2884.07,No
2176,Male,58,66,Month-to-Month,64.27,Fiber optic,3,4242.85,No
2177,Female,58,67,One Year,47.03,Fiber optic,1,3023.12,No
2178,Female,40,61,Month-to-Month,46.71,Fiber optic,1,2919.44,No
2179,Male,24,0,One Year,94.44,Fiber optic,6,38.15,Yes
2180,Female,20,16,Two Year,82.7,Fiber optic,3,1331.22,No
2181,Female,49,15,Two Year,98.31,Fiber optic,1,1516.52,No
2182,Male,48,8,Two Year,61.49,Fiber optic,1,424.08,No
2183,Male,35,52,Month-to-Month,37.37,Fiber optic,0,1855.91,No
2184,Female,60,58,Month-to-Month,52.78,Fiber optic,2,2966.78,No
2185,Male,24,8,Month-to-Month,100.82,DSL,2,828.2,Yes
2186,Male,58,11,Month-to-Month,21.99,DSL,2,248.95,No
2187,Male,18,40,Month-to-Month,113.34,Fiber optic,2,4551.58,No
2188,Female,31,14,Two Year,36.7,Fiber optic,2,560.59,No
2189,Female,69,65,Two Year,93.39,DSL,0,5951.65,No
2190,Male,49,10,Month-to-Month,39.39,Fiber optic,3,333.83,No
2191,Female,23,7,Month-to-Month,52.14,DSL,3,332.32,No
2192,Male,56,54,Month-to-Month,8.28,Fiber optic,5,480.4,No
2193,Female,27,5,One Year,125.61,Fiber optic,3,635.49,Yes
2194,Male,24,52,Month-to-Month,87.24,Fiber optic,1,4668.16,No
2195,Male,43,19,Two Year,89.01,DSL,1,1636.53,No
2196,Female,51,38,One Year,55.21,No,0,2124.1,No
2197,Male,47,71,One Year,42.08,Fiber optic,2,3035.19,No
2198,Female,53,33,Month-to-Month,93.3,Fiber optic,2,3152.14,No
2199,Female,38,56,Month-to-Month,33.91,Fiber optic,2,1888.7,No
2200,Male,34,18,Two Year,64.99,No,1,1104.71,No
2201,Male,50,70,One Year,32.48,Fiber optic,3,2306.4,No
2202,Female,27,30,Two Year,73.72,Fiber optic,3,2226.19,No
2203,Male,68,39,Month-to-Month,12.49,DSL,1,515.89,No
2204,Male,64,13,One Year,25.58,Fiber optic,4,400.07,No
2205,Male,59,36,Month-to-Month,44.21,Fiber optic,3,1579.68,No
2206,Male,68,43,One Year,88.44,Fiber optic,4,3750.99,No
2207,Male,29,8,One Year,54.06,DSL,3,460.81,No
2208,Female,33,57,One Year,99.51,Fiber optic,2,5687.47,No
2209,Female,58,19,One Year,115.02,Fiber optic,1,2169.51,No
2210,Male,49,49,Month-to-Month,60.74,Fiber optic,4,2925.7,No
2211,Male,32,19,Two Year,25.65,Fiber optic,5,504.45,No
2212,Male,44,35,Two Year,98.97,DSL,5,3506.77,No
2213,Female,45,26,Month-to-Month,23.75,DSL,2,537.93,No
2214,Male,34,71,Two Year,42.9,DSL,1,3048.09,No
2215,Female,63,31,Month-to-Month,18.97,DSL,2,617.57,No
2216,Female,67,0,One Year,98.89,DSL,2,90.01,Yes
2217,Female,19,16,Month-to-Month,87.16,Fiber optic,3,1397.9,No
2218,Male,53,8,Two Year,118.55,No,2,1026.14,Yes
2219,Female,67,44,Month-to-Month,56.76,DSL,1,2539.36,No
2220,Male,24,65,Month-to-Month,45.28,Fiber optic,3,2986.14,No
2221,Female,30,31,Month-to-Month,54.26,Fiber optic,1,1641.78,No
2222,Male,32,44,Month-to-Month,30.02,No,1,1444.73,No
2223,Female,42,8,One Year,112.86,No,0,906.0,Yes
2224,Male,40,29,Month-to-Month,171.3,DSL,1,4977.88,No
2225,Female,39,37,One Year,48.29,DSL,2,1787.72,No
2226,Male,43,59,Two Year,87.78,DSL,2,5241.02,No
2227,Male,50,0,One Year,65.34,Fiber optic,2,97.93,No
2228,Male,28,4,Two Year,83.25,Fiber optic,4,365.98,Yes
2229,Male,27,62,Month-to-Month,101.79,DSL,3,6291.79,No
2230,Female,42,35,Month-to-Month,35.71,Fiber optic,2,1334.77,No
2231,Female,54,64,Month-to-Month,55.64,Fiber optic,1,3497.88,No
2232,Male,65,23,Month-to-Month,106.09,No,0,2405.29,No
2233,Female,60,3,Two Year,85.27,DSL,2,186.42,Yes
2234,Male,55,67,Month-to-Month,79.82,DSL,1,5329.59,No
2235,Male,58,24,Two Year,85.29,DSL,2,2097.17,No
2236,Female,62,6,Month-to-Month,88.24,DSL,1,518.29,Yes
2237,Male,41,12,One Year,104.73,Fiber optic,2,1259.7,No
2238,Male,57,67,Month-to-Month,92.61,DSL,1,6223.09,No
2239,Female,63,42,Month-to-Month,68.48,Fiber optic,2,2864.73,No
2240,Male,50,56,One Year,80.59,DSL,3,4457.2,No
2241,Male,34,35,Month-to-Month,67.98,DSL,1,2296.6,No
2242,Male,41,13,One Year,47.62,Fiber optic,3,684.38,No
2243,Male,54,71,Month-to-Month,68.45,No,4,4828.2,No
2244,Female,19,26,Month-to-Month,66.59,Fiber optic,2,1697.07,No
2245,Female,49,36,Two Year,19.06,No,0,611.45,No
2246,Female,41,70,Month-to-Month,93.25,Fiber optic,3,6520.63,No
2247,Male,26,24,One Year,98.33,Fiber optic,0,2387.05,No
2248,Male,21,66,Month-to-Month,86.31,Fiber optic,4,5678.25,No
2249,Female,34,3,One Year,96.54,DSL,1,307.17,Yes
2250,Male,34,15,Month-to-Month,64.72,DSL,0,871.99,No
2251,Male,67,18,Month-to-Month,54.58,Fiber optic,1,990.97,No
2252,Male,65,28,Month-to-Month,98.47,DSL,1,2736.71,No
2253,Male,47,50,Month-to-Month,38.24,DSL,1,1840.0,No
2254,Female,57,17,Month-to-Month,37.2,DSL,1,551.48,No
2255,Female,28,57,One Year,83.44,Fiber optic,4,4713.11,No
2256,Female,38,43,One Year,82.62,Fiber optic,1,3491.94,No
2257,Male,38,15,Month-to-Month,97.9,Fiber optic,2,1485.86,No
2258,Female,35,64,Month-to-Month,18.69,Fiber optic,2,1217.92,No
2259,Female,46,1,Month-to-Month,67.07,Fiber optic,4,75.66,No
2260,Male,41,55,Month-to-Month,36.09,Fiber optic,2,2003.77,No
2261,Male,27,27,Month-to-Month,95.66,No,2,2504.3,No
2262,Female,62,64,Month-to-Month,110.01,Fiber optic,2,7066.04,No
2263,Female,34,4,Two Year,85.13,Fiber optic,1,373.86,Yes
2264,Female,35,21,One Year,53.26,Fiber optic,1,1132.16,No
2265,Female,59,12,Month-to-Month,47.54,Fiber optic,0,565.57,No
2266,Male,65,64,Month-to-Month,57.65,Fiber optic,0,3652.48,No
2267,Female,37,15,One Year,44.77,DSL,2,688.48,No
2268,Female,54,63,Month-to-Month,65.22,Fiber optic,2,4089.74,No
2269,Male,62,31,One Year,47.47,DSL,2,1517.71,No
2270,Female,35,50,Two Year,28.55,DSL,3,1441.37,No
2271,Male,34,57,Month-to-Month,81.42,Fiber optic,1,4632.53,No
2272,Male,26,45,Month-to-Month,83.73,Fiber optic,0,3750.71,No
2273,Male,31,51,One Year,120.98,DSL,0,6162.05,No
2274,Female,66,62,Two Year,57.0,DSL,2,3526.31,No
2275,Female,46,59,Month-to-Month,13.29,Fiber optic,1,780.22,No
2276,Male,48,64,One Year,94.46,Fiber optic,1,5980.84,No
2277,Female,21,54,Month-to-Month,97.83,DSL,1,5294.75,No
2278,Female,35,56,Month-to-Month,104.26,DSL,1,5847.08,No
2279,Male,37,70,One Year,114.14,Fiber optic,2,7930.89,No
2280,Male,64,25,Two Year,114.57,Fiber optic,2,2875.76,No
2281,Female,60,11,One Year,40.7,DSL,3,447.12,No
2282,Male,61,70,One Year,116.44,DSL,2,8109.29,No
2283,Female,26,45,Month-to-Month,60.16,Fiber optic,3,2737.52,No
2284,Female,30,46,Month-to-Month,93.95,DSL,4,4388.65,No
2285,Female,32,37,Month-to-Month,77.78,DSL,2,2849.22,No
2286,Female,44,20,Month-to-Month,40.82,Fiber optic,1,821.65,No
2287,Male,32,13,One Year,104.81,No,1,1424.97,No
2288,Male,45,1,Month-to-Month,56.32,DSL,3,-53.3,No
2289,Male,54,71,One Year,125.76,Fiber optic,1,9023.6,No
2290,Male,36,69,One Year,47.1,DSL,1,3253.92,No
2291,Female,43,32,Month-to-Month,39.87,Fiber optic,2,1313.72,No
2292,Female,69,5,Month-to-Month,50.11,DSL,1,165.45,No
2293,Male,43,36,One Year,114.86,Fiber optic,1,4066.71,No
2294,Female,42,13,Two Year,22.98,Fiber optic,1,250.49,No
2295,Female,43,36,One Year,97.39,No,3,3453.21,No
2296,Female,43,7,Month-to-Month,124.97,Fiber optic,0,758.26,Yes
2297,Male,63,12,Month-to-Month,64.92,DSL,0,719.49,No
2298,Male,45,39,Month-to-Month,58.21,Fiber optic,3,2228.64,No
2299,Male,66,57,Month-to-Month,72.4,DSL,2,4055.12,No
2300,Female,35,17,One Year,36.33,Fiber optic,4,692.03,No
2301,Male,49,56,One Year,149.45,Fiber optic,2,8401.07,No
2302,Male,20,37,Month-to-Month,90.09,Fiber optic,4,3296.55,No
2303,Male,19,31,Month-to-Month,33.38,Fiber optic,1,1063.8,No
2304,Male,50,65,Month-to-Month,45.78,Fiber optic,3,2992.48,No
2305,Male,59,24,Two Year,75.37,No,2,1722.74,No
2306,Male,36,57,Month-to-Month,31.17,No,4,1798.18,No
2307,Female,34,32,One Year,24.87,Fiber optic,2,774.98,No
2308,Female,61,65,Month-to-Month,78.81,Fiber optic,1,5157.18,No
2309,Male,50,29,One Year,100.18,Fiber optic,5,2851.11,No
2310,Male,29,33,Month-to-Month,97.46,DSL,3,3243.37,No
2311,Female,66,68,Month-to-Month,68.21,DSL,2,4690.85,No
2312,Female,20,47,One Year,61.76,Fiber optic,1,2922.64,No
2313,Male,60,39,Month-to-Month,71.55,DSL,2,2700.85,No
2314,Male,66,50,Month-to-Month,99.76,Fiber optic,2,5110.94,No
2315,Male,43,12,Month-to-Month,32.3,Fiber optic,4,417.35,No
2316,Male,52,30,Month-to-Month,46.68,Fiber optic,3,1388.44,No
2317,Female,25,38,Month-to-Month,58.67,DSL,0,2260.63,No
2318,Male,69,62,One Year,62.73,DSL,0,3994.87,No
2319,Male,53,47,Two Year,68.37,DSL,0,3142.72,No
2320,Male,24,47,Month-to-Month,69.25,DSL,1,3309.4,No
2321,Male,63,60,Month-to-Month,90.22,No,0,5404.88,No
2322,Female,63,11,Month-to-Month,17.12,DSL,4,172.45,No
2323,Female,53,55,Month-to-Month,21.96,DSL,5,1194.92,No
2324,Female,33,17,Month-to-Month,50.04,DSL,1,746.1,No
2325,Male,41,26,One Year,95.91,Fiber optic,4,2517.69,No
2326,Male,18,27,Month-to-Month,50.44,Fiber optic,0,1240.5,No
2327,Female,66,51,Month-to-Month,68.77,DSL,2,3481.14,No
2328,Male,42,15,Two Year,73.84,No,1,1082.46,No
2329,Male,27,57,Two Year,79.48,Fiber optic,1,4511.24,No
2330,Female,33,8,Two Year,116.94,DSL,2,827.66,Yes
2331,Female,33,25,One Year,90.84,Fiber optic,2,2315.52,No
2332,Female,25,27,Two Year,99.92,Fiber optic,2,2605.81,No
2333,Female,46,35,Month-to-Month,66.2,DSL,2,2270.69,No
2334,Male,56,8,Month-to-Month,114.21,Fiber optic,5,886.42,Yes
2335,Male,45,46,Month-to-Month,72.15,DSL,3,3303.18,No
2336,Female,23,50,One Year,11.34,Fiber optic,3,586.05,No
2337,Male,33,56,Two Year,143.75,Fiber optic,1,8050.98,No
2338,Female,37,31,Month-to-Month,71.39,Fiber optic,0,2309.64,No
2339,Female,33,66,One Year,85.89,Fiber optic,2,5686.14,No
2340,Male,24,56,One Year,37.94,DSL,0,2138.41,No
2341,Female,58,53,Two Year,135.91,DSL,1,7174.44,No
2342,Male,31,15,One Year,46.2,Fiber optic,1,708.16,No
2343,Male,60,61,Two Year,58.44,DSL,1,3540.41,No
2344,Male,43,55,Month-to-Month,24.13,DSL,1,1303.19,No
2345,Male,43,22,Month-to-Month,80.94,Fiber optic,1,1939.22,No
2346,Female,31,16,Month-to-Month,61.55,DSL,4,1061.94,No
2347,Male,24,37,Month-to-Month,23.69,DSL,3,833.09,No
2348,Female,50,71,Month-to-Month,67.97,DSL,2,4858.32,No
2349,Female,43,29,One Year,72.84,DSL,2,2125.87,No
2350,Female,62,57,One Year,62.58,Fiber optic,2,3533.92,No
2351,Female,37,21,One Year,15.37,DSL,1,426.98,No
2352,Male,20,16,Month-to-Month,78.72,No,1,1249.49,No
2353,Male,69,14,Month-to-Month,31.97,DSL,4,516.83,No
2354,Female,21,47,Month-to-Month,96.68,Fiber optic,4,4511.03,No
2355,Female,43,31,Month-to-Month,53.34,Fiber optic,3,1708.53,No
2356,Male,28,39,Month-to-Month,97.83,DSL,2,3882.16,No
2357,Female,19,56,Month-to-Month,70.42,Fiber optic,0,3895.03,No
2358,Male,31,57,Month-to-Month,71.96,Fiber optic,2,4085.3,No
2359,Female,61,15,One Year,108.29,DSL,3,1620.03,No
2360,Male,47,27,Month-to-Month,45.54,No,0,1311.3,No
2361,Female,66,0,Two Year,37.13,DSL,1,77.65,No
2362,Female,29,40,Month-to-Month,86.67,DSL,2,3447.01,No
2363,Male,43,47,Two Year,30.58,Fiber optic,1,1418.07,No
2364,Female,61,30,Month-to-Month,46.04,DSL,2,1393.46,No
2365,Female,50,35,Month-to-Month,22.63,Fiber optic,3,713.48,No
2366,Male,30,32,Month-to-Month,104.55,Fiber optic,1,3409.21,No
2367,Female,31,32,One Year,39.92,No,0,1234.29,No
2368,Male,41,22,Month-to-Month,50.37,Fiber optic,0,1113.01,No
2369,Male,51,59,Month-to-Month,31.3,No,2,1916.77,No
2370,Female,61,29,Two Year,58.44,Fiber optic,2,1717.02,No
2371,Female,43,44,Month-to-Month,65.71,DSL,2,2871.36,No
2372,Female,38,38,Month-to-Month,94.78,Fiber optic,3,3550.5,No
2373,Female,45,44,Month-to-Month,30.34,Fiber optic,1,1332.21,No
2374,Female,65,11,One Year,51.97,Fiber optic,2,557.2,No
2375,Female,53,31,Month-to-Month,112.68,Fiber optic,3,3624.32,No
2376,Female,57,55,Month-to-Month,101.23,Fiber optic,1,5527.38,No
2377,Male,19,23,Month-to-Month,49.67,Fiber optic,1,1115.81,No
2378,Female,59,12,Month-to-Month,68.52,No,1,772.13,No
2379,Male,26,19,One Year,129.04,Fiber optic,3,2438.8,No
2380,Female,40,55,Month-to-Month,34.18,DSL,2,1906.0,No
2381,Female,32,52,Month-to-Month,12.36,Fiber optic,1,595.41,No
2382,Male,30,67,Month-to-Month,53.92,DSL,3,3630.28,No
2383,Female,40,53,Month-to-Month,67.5,Fiber optic,1,3516.89,No
2384,Female,34,33,Month-to-Month,45.93,DSL,1,1562.31,No
2385,Male,65,27,Month-to-Month,99.31,DSL,5,2658.51,No
2386,Female,19,49,Month-to-Month,76.32,DSL,3,3723.33,No
2387,Female,37,1,Two Year,51.87,DSL,1,122.22,No
2388,Female,37,25,Month-to-Month,53.83,Fiber optic,1,1323.93,No
2389,Male,63,50,Month-to-Month,47.61,DSL,2,2400.36,No
2390,Female,20,46,Month-to-Month,94.89,Fiber optic,2,4400.25,No
2391,Female,29,25,Month-to-Month,55.82,Fiber optic,1,1460.56,No
2392,Female,57,60,Two Year,34.21,DSL,6,2069.01,Yes
2393,Female,19,22,Month-to-Month,98.86,Fiber optic,2,2159.07,No
2394,Male,53,36,Month-to-Month,61.71,Fiber optic,5,2195.46,No
2395,Male,31,40,One Year,29.2,Fiber optic,5,1183.74,No
2396,Female,33,51,Month-to-Month,121.38,Fiber optic,3,6152.43,No
2397,Female,36,48,Month-to-Month,88.32,DSL,1,4266.37,No
2398,Male,51,26,Month-to-Month,71.39,Fiber optic,2,1866.19,No
2399,Male,61,5,Month-to-Month,63.64,DSL,1,259.86,No
2400,Female,63,65,One Year,61.59,Fiber optic,4,3941.92,No
2401,Male,23,23,Month-to-Month,60.98,No,0,1406.68,No
2402,Female,30,37,Month-to-Month,61.79,DSL,2,2271.87,No
2403,Male,53,27,Month-to-Month,52.31,Fiber optic,1,1453.16,No
2404,Male,39,27,Month-to-Month,66.9,DSL,1,1760.43,No
2405,Male,35,65,Two Year,51.72,DSL,2,3398.38,No
2406,Male,29,60,Month-to-Month,76.7,Fiber optic,3,4640.0,No
2407,Female,69,45,Two Year,69.3,Fiber optic,5,3059.39,No
2408,Male,47,68,Month-to-Month,48.99,Fiber optic,0,3320.18,No
2409,Male,68,42,One Year,67.4,DSL,1,2899.11,No
2410,Female,57,58,Month-to-Month,86.29,Fiber optic,3,5024.85,No
2411,Male,24,1,Month-to-Month,2.31,DSL,1,-2.62,No
2412,Male,49,14,Two Year,87.35,DSL,1,1265.81,No
2413,Female,65,36,Two Year,33.21,Fiber optic,1,1170.99,No
2414,Male,36,70,Month-to-Month,56.23,No,2,3919.71,No
2415,Female,23,19,Month-to-Month,14.89,Fiber optic,4,291.34,No
2416,Female,37,34,Month-to-Month,86.97,Fiber optic,2,3028.03,No
2417,Female,44,33,Two Year,47.79,DSL,4,1531.03,No
2418,Female,60,30,Month-to-Month,55.01,DSL,1,1673.83,No
2419,Male,54,18,One Year,72.72,Fiber optic,1,1288.98,No
2420,Female,65,67,One Year,10.88,No,2,791.09,No
2421,Male,24,23,One Year,71.86,DSL,1,1691.07,No
2422,Male,22,38,Month-to-Month,89.45,DSL,1,3395.28,No
2423,Male,28,53,Month-to-Month,75.23,DSL,2,4017.04,No
2424,Male,32,38,Two Year,58.18,DSL,0,2182.02,No
2425,Male,20,16,One Year,71.23,Fiber optic,1,1108.0,No
2426,Male,22,18,One Year,67.74,Fiber optic,1,1345.49,No
2427,Male,40,47,Month-to-Month,92.76,Fiber optic,0,4341.08,No
2428,Male,54,34,One Year,107.65,Fiber optic,4,3669.0,No
2429,Male,26,31,Month-to-Month,57.67,Fiber optic,1,1768.14,No
2430,Male,32,46,Month-to-Month,76.95,DSL,1,3475.44,No
2431,Female,20,46,One Year,49.97,Fiber optic,3,2247.59,No
2432,Female,46,63,Month-to-Month,82.5,No,0,5214.42,No
2433,Female,23,45,One Year,83.8,DSL,0,3700.43,No
2434,Male,34,34,Month-to-Month,65.0,Fiber optic,5,2174.43,No
2435,Female,43,16,Month-to-Month,85.57,Fiber optic,3,1401.73,No
2436,Female,38,41,Month-to-Month,70.1,DSL,1,2885.42,No
2437,Female,25,28,Month-to-Month,68.56,DSL,3,1899.06,No
2438,Male,38,69,Month-to-Month,43.59,Fiber optic,4,2985.54,No
2439,Male,28,16,One Year,75.16,Fiber optic,4,1151.07,No
2440,Male,55,13,One Year,52.66,Fiber optic,0,796.04,No
